MMSI,Company,Origin,Destination,StDate,Distance,ETA,ATA,TradeRoute,
100710587,HPL,Shenzhen,Seattle,2018-02-28 11:28:07,17488.85128,2018-04-26 09:28:07,2018-04-29 21:28:07,Cape of Good Hope,
919717628,XPO Logistics,Shanghai,Los Angeles,2016-06-18 14:41:09,17092.02804,2016-08-13 08:41:09,2016-08-18 01:41:09,Cape of Good Hope,
875688574,Maersk,Shenzhen,Seattle,2017-02-23 00:36:21,17488.85128,2017-04-20 22:36:21,2017-04-24 11:36:21,Cape of Good Hope,
866182879,XPO Logistics,Long Beach,Shanghai,2017-04-21 15:03:02,17085.33753,2017-06-16 04:03:02,2017-06-21 02:03:02,Cape of Good Hope,
793682139,HPL,Long Beach,Qingdao,2016-04-04 07:19:26,17358.1431,2016-05-30 07:19:26,2016-06-03 18:19:26,Cape of Good Hope,
946661434,HPL,Guangzhou,Seattle,2018-07-14 21:35:31,17518.71829,2018-09-09 18:35:31,2018-09-13 08:35:31,Cape of Good Hope,
482154216,HPL,Los Angeles,Ningbo,2018-12-19 10:34:12,17025.46908,2019-02-12 06:34:12,2019-02-17 21:34:12,Cape of Good Hope,
748796291,Maersk,Los Angeles,Guangzhou,2018-09-02 18:02:31,16400.04171,2018-10-24 21:02:31,2018-11-02 06:02:31,Cape of Good Hope,
490590890,Maersk,Shenzhen,Seattle,2018-02-24 15:22:14,17488.85128,2018-04-21 19:22:14,2018-04-26 03:22:14,Cape of Good Hope,
732298593,Maersk,Ningbo,Los Angeles,2015-01-24 15:25:37,17025.46908,2015-03-19 21:25:37,2015-03-26 03:25:37,Cape of Good Hope,
837455853,Maersk,Seattle,Shenzhen,2015-03-11 14:12:38,17488.85128,2015-05-07 06:12:38,2015-05-11 02:12:38,Cape of Good Hope,
305292267,XPO Logistics,Ningbo,Long Beach,2016-07-29 00:35:55,17018.77858,2016-09-21 11:35:55,2016-09-27 12:35:55,Cape of Good Hope,
610175330,XPO Logistics,Long Beach,Guangzhou,2016-03-09 19:13:52,16393.3512,2016-05-01 11:13:52,2016-05-09 07:13:52,Cape of Good Hope,
169361375,HPL,Shenzhen,Seattle,2019-03-19 19:37:22,17488.85128,2019-05-15 00:37:22,2019-05-19 07:37:22,Cape of Good Hope,
616666198,HPL,Qingdao,Los Angeles,2015-01-04 04:44:55,17364.8336,2015-03-01 09:44:55,2015-03-05 16:44:55,Cape of Good Hope,
177335066,HPL,Shanghai,Long Beach,2015-07-01 01:37:58,17085.33753,2015-08-25 03:37:58,2015-08-30 13:37:58,Cape of Good Hope,
270620587,Maersk,Long Beach,Ningbo,2017-09-13 22:08:37,17018.77858,2017-11-07 15:08:37,2017-11-13 11:08:37,Cape of Good Hope,
935055183,Maersk,Los Angeles,Qingdao,2018-07-14 12:02:26,17364.8336,2018-09-09 10:02:26,2018-09-13 01:02:26,Cape of Good Hope,
837455853,Maersk,Seattle,Shenzhen,2015-07-16 14:12:38,17488.85128,2015-09-10 14:12:38,2015-09-15 03:12:38,Cape of Good Hope,
191651958,XPO Logistics,Seattle,Ningbo,2017-01-31 07:51:13,18144.14566,2017-03-30 10:51:13,2017-04-01 20:51:13,Cape of Good Hope,
616666198,HPL,Seattle,Shenzhen,2018-05-18 04:44:55,17488.85128,2018-07-13 17:44:55,2018-07-17 17:44:55,Cape of Good Hope,
154009786,XPO Logistics,Qingdao,Los Angeles,2015-06-28 11:16:05,17364.8336,2015-08-23 15:16:05,2015-08-28 01:16:05,Cape of Good Hope,
986094286,HPL,Shanghai,Seattle,2016-05-31 11:06:57,18210.70462,2016-07-29 20:06:57,2016-07-31 01:06:57,Cape of Good Hope,
181862659,Maersk,Seattle,Ningbo,2016-05-02 08:24:26,18144.14566,2016-06-29 12:24:26,2016-07-01 22:24:26,Cape of Good Hope,
305292267,XPO Logistics,Ningbo,Long Beach,2016-11-28 00:35:55,17018.77858,2017-01-21 06:35:55,2017-01-27 14:35:55,Cape of Good Hope,
438842120,XPO Logistics,Qingdao,Seattle,2015-01-04 10:20:47,18483.51018,2015-03-05 17:20:47,2015-03-06 00:20:47,Cape of Good Hope,
883318539,XPO Logistics,Los Angeles,Qingdao,2015-08-14 20:28:49,17364.8336,2015-10-10 14:28:49,2015-10-14 10:28:49,Cape of Good Hope,
169361375,HPL,Qingdao,Los Angeles,2015-06-03 19:37:22,17364.8336,2015-07-30 04:37:22,2015-08-03 09:37:22,Cape of Good Hope,
177335066,HPL,Long Beach,Shanghai,2016-09-10 01:37:58,17085.33753,2016-11-04 08:37:58,2016-11-09 15:37:58,Cape of Good Hope,
531033456,XPO Logistics,Long Beach,Guangzhou,2016-07-09 21:02:28,16393.3512,2016-08-31 08:02:28,2016-09-08 11:02:28,Cape of Good Hope,
842585668,XPO Logistics,Long Beach,Shanghai,2017-02-22 18:02:48,17085.33753,2017-04-19 13:02:48,2017-04-24 08:02:48,Cape of Good Hope,
677367745,HPL,Long Beach,Ningbo,2016-08-27 14:36:07,17018.77858,2016-10-21 08:36:07,2016-10-27 04:36:07,Cape of Good Hope,
726767544,HPL,Ningbo,Los Angeles,2018-11-08 05:24:48,17025.46908,2019-01-01 12:24:48,2019-01-07 19:24:48,Cape of Good Hope,
267617030,Maersk,Qingdao,Long Beach,2017-06-15 12:17:40,17358.1431,2017-08-10 22:17:40,2017-08-15 02:17:40,Cape of Good Hope,
540841455,HPL,Guangzhou,Los Angeles,2018-10-05 15:37:14,16400.04171,2018-11-26 18:37:14,2018-12-05 05:37:14,Cape of Good Hope,
266906319,Maersk,Shenzhen,Los Angeles,2016-06-15 05:00:00,16370.1747,2016-08-06 10:00:00,2016-08-14 20:00:00,Cape of Good Hope,
971613458,Maersk,Qingdao,Los Angeles,2017-01-27 08:27:38,17364.8336,2017-03-24 13:27:38,2017-03-28 23:27:38,Cape of Good Hope,
973947386,Maersk,Seattle,Guangzhou,2018-10-13 13:18:18,17518.71829,2018-12-08 23:18:18,2018-12-13 04:18:18,Cape of Good Hope,
919717628,XPO Logistics,Los Angeles,Shanghai,2015-08-12 14:41:09,17092.02804,2015-10-07 11:41:09,2015-10-12 05:41:09,Cape of Good Hope,
866182879,XPO Logistics,Guangzhou,Seattle,2018-07-12 15:03:02,17518.71829,2018-09-06 15:03:02,2018-09-11 06:03:02,Cape of Good Hope,
611957051,XPO Logistics,Long Beach,Ningbo,2017-08-15 08:30:38,17018.77858,2017-10-08 22:30:38,2017-10-14 23:30:38,Cape of Good Hope,
169361375,HPL,Shenzhen,Seattle,2018-11-09 19:37:22,17488.85128,2019-01-05 17:37:22,2019-01-09 10:37:22,Cape of Good Hope,
616666198,HPL,Qingdao,Long Beach,2019-12-20 04:44:55,17358.1431,2020-02-14 15:44:55,2020-02-18 19:44:55,Cape of Good Hope,
677367745,HPL,Long Beach,Shenzhen,2018-05-01 14:36:07,16363.4842,2018-06-22 23:36:07,2018-07-01 05:36:07,Cape of Good Hope,
103564270,HPL,Ningbo,Long Beach,2019-05-20 04:17:35,17018.77858,2019-07-14 00:17:35,2019-07-19 19:17:35,Cape of Good Hope,
474932533,HPL,Shenzhen,Seattle,2016-11-27 21:15:08,17488.85128,2017-01-23 02:15:08,2017-01-27 12:15:08,Cape of Good Hope,
538641311,Maersk,Shanghai,Long Beach,2019-12-25 05:19:27,17085.33753,2020-02-18 06:19:27,2020-02-23 21:19:27,Cape of Good Hope,
986094286,HPL,Seattle,Shanghai,2016-03-26 11:06:57,18210.70462,2016-05-25 08:06:57,2016-05-26 03:06:57,Cape of Good Hope,
829877017,Maersk,Shenzhen,Long Beach,2018-12-06 20:58:09,16363.4842,2019-01-28 12:58:09,2019-02-05 12:58:09,Cape of Good Hope,
270620587,Maersk,Ningbo,Long Beach,2018-03-20 22:08:37,17018.77858,2018-05-14 05:08:37,2018-05-20 14:08:37,Cape of Good Hope,
791425635,XPO Logistics,Seattle,Ningbo,2015-07-27 00:50:24,18144.14566,2015-09-23 06:50:24,2015-09-25 16:50:24,Cape of Good Hope,
726767544,HPL,Long Beach,Guangzhou,2016-03-17 05:24:48,16393.3512,2016-05-08 20:24:48,2016-05-16 21:24:48,Cape of Good Hope,
177335066,HPL,Shanghai,Long Beach,2016-07-08 01:37:58,17085.33753,2016-09-01 05:37:58,2016-09-06 17:37:58,Cape of Good Hope,
242135016,Maersk,Seattle,Guangzhou,2019-02-16 01:34:55,17518.71829,2019-04-13 10:34:55,2019-04-17 17:34:55,Cape of Good Hope,
474932533,HPL,Seattle,Shenzhen,2016-09-25 21:15:08,17488.85128,2016-11-21 12:15:08,2016-11-25 13:15:08,Cape of Good Hope,
100710587,HPL,Ningbo,Long Beach,2015-09-27 11:28:07,17018.77858,2015-11-20 12:28:07,2015-11-27 03:28:07,Cape of Good Hope,
919717628,XPO Logistics,Los Angeles,Shanghai,2015-04-09 14:41:09,17092.02804,2015-06-03 21:41:09,2015-06-09 07:41:09,Cape of Good Hope,
803543773,HPL,Shenzhen,Los Angeles,2019-06-20 17:50:58,16370.1747,2019-08-12 12:50:58,2019-08-20 10:50:58,Cape of Good Hope,
253349825,XPO Logistics,Seattle,Shenzhen,2016-04-26 05:41:37,17488.85128,2016-06-21 23:41:37,2016-06-25 22:41:37,Cape of Good Hope,
657845440,XPO Logistics,Long Beach,Qingdao,2017-08-30 18:46:06,17358.1431,2017-10-26 08:46:06,2017-10-30 11:46:06,Cape of Good Hope,
402138122,XPO Logistics,Los Angeles,Qingdao,2015-03-14 19:14:56,17364.8336,2015-05-10 14:14:56,2015-05-14 12:14:56,Cape of Good Hope,
791425635,XPO Logistics,Long Beach,Qingdao,2017-09-13 00:50:24,17358.1431,2017-11-08 16:50:24,2017-11-12 17:50:24,Cape of Good Hope,
842585668,XPO Logistics,Shanghai,Long Beach,2016-12-21 18:02:48,17085.33753,2017-02-15 09:02:48,2017-02-20 11:02:48,Cape of Good Hope,
152208208,HPL,Qingdao,Long Beach,2017-03-15 01:20:56,17358.1431,2017-05-10 10:20:56,2017-05-14 18:20:56,Cape of Good Hope,
411932051,Maersk,Shanghai,Long Beach,2016-12-03 19:01:37,17085.33753,2017-01-28 13:01:37,2017-02-02 12:01:37,Cape of Good Hope,
482154216,HPL,Long Beach,Shanghai,2018-04-15 10:34:12,17085.33753,2018-06-09 15:34:12,2018-06-15 03:34:12,Cape of Good Hope,
266906319,Maersk,Shenzhen,Los Angeles,2015-06-16 05:00:00,16370.1747,2015-08-07 20:00:00,2015-08-15 23:00:00,Cape of Good Hope,
181862659,Maersk,Seattle,Ningbo,2016-09-09 08:24:26,18144.14566,2016-11-06 12:24:26,2016-11-09 02:24:26,Cape of Good Hope,
416122156,Maersk,Ningbo,Los Angeles,2018-02-01 10:54:15,17025.46908,2018-03-27 23:54:15,2018-04-03 04:54:15,Cape of Good Hope,
934224691,Maersk,Ningbo,Long Beach,2015-05-18 11:01:03,17018.77858,2015-07-11 18:01:03,2015-07-18 05:01:03,Cape of Good Hope,
875688574,Maersk,Seattle,Shenzhen,2017-09-01 00:36:21,17488.85128,2017-10-27 14:36:21,2017-10-31 18:36:21,Cape of Good Hope,
935055183,Maersk,Qingdao,Los Angeles,2018-01-01 12:02:26,17364.8336,2018-02-26 13:02:26,2018-03-03 06:02:26,Cape of Good Hope,
842585668,XPO Logistics,Shanghai,Long Beach,2017-08-29 18:02:48,17085.33753,2017-10-23 23:02:48,2017-10-29 12:02:48,Cape of Good Hope,
985216053,XPO Logistics,Ningbo,Long Beach,2015-02-28 16:29:29,17018.77858,2015-04-24 14:29:29,2015-04-30 10:29:29,Cape of Good Hope,
348929174,HPL,Shanghai,Seattle,2016-07-26 15:10:51,18210.70462,2016-09-24 04:10:51,2016-09-25 09:10:51,Cape of Good Hope,
986094286,HPL,Seattle,Shanghai,2015-07-12 11:06:57,18210.70462,2015-09-09 16:06:57,2015-09-11 05:06:57,Cape of Good Hope,
490590890,Maersk,Shenzhen,Seattle,2017-10-19 15:22:14,17488.85128,2017-12-15 04:22:14,2017-12-19 10:22:14,Cape of Good Hope,
267617030,Maersk,Qingdao,Long Beach,2016-10-09 12:17:40,17358.1431,2016-12-04 22:17:40,2016-12-09 07:17:40,Cape of Good Hope,
438842120,XPO Logistics,Qingdao,Seattle,2016-02-12 10:20:47,18483.51018,2016-04-13 04:20:47,2016-04-13 05:20:47,Cape of Good Hope,
985216053,XPO Logistics,Long Beach,Ningbo,2016-05-07 16:29:29,17018.77858,2016-07-01 03:29:29,2016-07-07 11:29:29,Cape of Good Hope,
411932051,Maersk,Seattle,Guangzhou,2019-07-09 19:01:37,17518.71829,2019-09-04 02:01:37,2019-09-08 14:01:37,Cape of Good Hope,
866182879,XPO Logistics,Long Beach,Shanghai,2016-08-09 15:03:02,17085.33753,2016-10-04 08:03:02,2016-10-09 10:03:02,Cape of Good Hope,
967517263,HPL,Shenzhen,Long Beach,2018-07-14 03:17:06,16363.4842,2018-09-04 20:17:06,2018-09-12 22:17:06,Cape of Good Hope,
703097178,HPL,Qingdao,Los Angeles,2019-01-06 10:32:40,17364.8336,2019-03-03 12:32:40,2019-03-08 06:32:40,Cape of Good Hope,
803543773,HPL,Seattle,Shenzhen,2015-03-24 17:50:58,17488.85128,2015-05-19 18:50:58,2015-05-24 13:50:58,Cape of Good Hope,
402494582,Maersk,Los Angeles,Qingdao,2017-05-01 21:48:41,17364.8336,2017-06-27 03:48:41,2017-07-01 17:48:41,Cape of Good Hope,
538641311,Maersk,Ningbo,Seattle,2016-10-19 05:19:27,18144.14566,2016-12-17 03:19:27,2016-12-19 01:19:27,Cape of Good Hope,
866182879,XPO Logistics,Shanghai,Long Beach,2017-10-30 15:03:02,17085.33753,2017-12-25 08:03:02,2017-12-30 11:03:02,Cape of Good Hope,
546279360,HPL,Los Angeles,Qingdao,2016-09-12 09:35:57,17364.8336,2016-11-08 01:35:57,2016-11-12 05:35:57,Cape of Good Hope,
971613458,Maersk,Los Angeles,Qingdao,2018-04-20 08:27:38,17364.8336,2018-06-16 01:27:38,2018-06-20 04:27:38,Cape of Good Hope,
639137645,XPO Logistics,Long Beach,Qingdao,2015-08-13 06:55:42,17358.1431,2015-10-09 02:55:42,2015-10-13 02:55:42,Cape of Good Hope,
599766973,HPL,Long Beach,Qingdao,2017-01-03 12:20:24,17358.1431,2017-03-01 09:20:24,2017-03-05 08:20:24,Cape of Good Hope,
744846006,HPL,Guangzhou,Seattle,2018-04-23 13:46:45,17518.71829,2018-06-18 14:46:45,2018-06-23 09:46:45,Cape of Good Hope,
524936330,Maersk,Shanghai,Seattle,2019-01-28 20:33:01,18210.70462,2019-03-28 23:33:01,2019-03-30 16:33:01,Cape of Good Hope,
270309664,XPO Logistics,Los Angeles,Qingdao,2016-05-11 12:26:10,17364.8336,2016-07-07 04:26:10,2016-07-11 08:26:10,Cape of Good Hope,
270309664,XPO Logistics,Long Beach,Qingdao,2019-07-02 12:26:10,17358.1431,2019-08-28 06:26:10,2019-09-01 08:26:10,Cape of Good Hope,
490590890,Maersk,Seattle,Shenzhen,2017-12-21 15:22:14,17488.85128,2018-02-15 19:22:14,2018-02-20 12:22:14,Cape of Good Hope,
490590890,Maersk,Long Beach,Qingdao,2019-05-15 15:22:14,17358.1431,2019-07-11 12:22:14,2019-07-15 12:22:14,Cape of Good Hope,
935055183,Maersk,Los Angeles,Qingdao,2018-11-22 12:02:26,17364.8336,2019-01-17 18:02:26,2019-01-22 09:02:26,Cape of Good Hope,
538641311,Maersk,Long Beach,Shanghai,2019-06-16 05:19:27,17085.33753,2019-08-10 19:19:27,2019-08-16 02:19:27,Cape of Good Hope,
471367397,Maersk,Ningbo,Seattle,2016-02-01 21:28:12,18144.14566,2016-03-31 16:28:12,2016-04-02 18:28:12,Cape of Good Hope,
837455853,Maersk,Ningbo,Long Beach,2017-06-08 14:12:38,17018.77858,2017-08-02 04:12:38,2017-08-08 11:12:38,Cape of Good Hope,
253349825,XPO Logistics,Guangzhou,Los Angeles,2018-12-19 05:41:37,16400.04171,2019-02-09 05:41:37,2019-02-18 02:41:37,Cape of Good Hope,
438842120,XPO Logistics,Qingdao,Seattle,2015-09-28 10:20:47,18483.51018,2015-11-27 12:20:47,2015-11-28 07:20:47,Cape of Good Hope,
438842120,XPO Logistics,Long Beach,Ningbo,2018-01-20 10:20:47,17018.77858,2018-03-16 06:20:47,2018-03-22 07:20:47,Cape of Good Hope,
198972819,XPO Logistics,Shanghai,Long Beach,2015-02-09 09:52:50,17085.33753,2015-04-05 13:52:50,2015-04-11 06:52:50,Cape of Good Hope,
198972819,XPO Logistics,Long Beach,Shanghai,2015-12-24 09:52:50,17085.33753,2016-02-18 03:52:50,2016-02-23 06:52:50,Cape of Good Hope,
169361375,HPL,Seattle,Shenzhen,2019-05-21 19:37:22,17488.85128,2019-07-17 01:37:22,2019-07-21 16:37:22,Cape of Good Hope,
616666198,HPL,Qingdao,Long Beach,2019-04-04 04:44:55,17358.1431,2019-05-30 07:44:55,2019-06-04 01:44:55,Cape of Good Hope,
368187454,HPL,Shanghai,Seattle,2019-04-17 05:30:18,18210.70462,2019-06-15 07:30:18,2019-06-17 02:30:18,Cape of Good Hope,
331816537,HPL,Qingdao,Long Beach,2016-12-19 21:13:07,17358.1431,2017-02-13 21:13:07,2017-02-18 18:13:07,Cape of Good Hope,
490590890,Maersk,Long Beach,Qingdao,2020-01-30 15:22:14,17358.1431,2020-03-27 08:22:14,2020-03-31 13:22:14,Cape of Good Hope,
270620587,Maersk,Ningbo,Long Beach,2018-11-23 22:08:37,17018.77858,2019-01-17 20:08:37,2019-01-23 20:08:37,Cape of Good Hope,
531033456,XPO Logistics,Los Angeles,Guangzhou,2019-01-22 21:02:28,16400.04171,2019-03-16 12:02:28,2019-03-24 19:02:28,Cape of Good Hope,
657845440,XPO Logistics,Shenzhen,Long Beach,2018-11-18 18:46:06,16363.4842,2019-01-10 03:46:06,2019-01-18 16:46:06,Cape of Good Hope,
527096193,HPL,Los Angeles,Guangzhou,2018-06-18 11:17:26,16400.04171,2018-08-09 20:17:26,2018-08-18 09:17:26,Cape of Good Hope,
599766973,HPL,Guangzhou,Seattle,2015-09-30 12:20:24,17518.71829,2015-11-26 01:20:24,2015-11-30 10:20:24,Cape of Good Hope,
970782915,Maersk,Qingdao,Los Angeles,2016-05-24 10:16:42,17364.8336,2016-07-19 16:16:42,2016-07-24 08:16:42,Cape of Good Hope,
611957051,XPO Logistics,Los Angeles,Shenzhen,2019-12-13 08:30:38,16370.1747,2020-02-03 13:30:38,2020-02-12 06:30:38,Cape of Good Hope,
270309664,XPO Logistics,Seattle,Shenzhen,2017-05-31 12:26:10,17488.85128,2017-07-26 20:26:10,2017-07-31 10:26:10,Cape of Good Hope,
748796291,Maersk,Los Angeles,Guangzhou,2018-12-30 18:02:31,16400.04171,2019-02-21 11:02:31,2019-03-01 18:02:31,Cape of Good Hope,
732148707,XPO Logistics,Shanghai,Seattle,2017-12-05 01:05:47,18210.70462,2018-02-02 05:05:47,2018-02-04 01:05:47,Cape of Good Hope,
177243058,XPO Logistics,Ningbo,Los Angeles,2015-01-22 20:08:19,17025.46908,2015-03-18 09:08:19,2015-03-24 20:08:19,Cape of Good Hope,
154009786,XPO Logistics,Seattle,Shanghai,2017-01-28 11:16:05,18210.70462,2017-03-28 17:16:05,2017-03-30 11:16:05,Cape of Good Hope,
482154216,HPL,Shenzhen,Los Angeles,2015-06-04 10:34:12,16370.1747,2015-07-26 22:34:12,2015-08-04 10:34:12,Cape of Good Hope,
368187454,HPL,Shanghai,Los Angeles,2016-01-28 05:30:18,17092.02804,2016-03-23 18:30:18,2016-03-29 05:30:18,Cape of Good Hope,
744846006,HPL,Qingdao,Los Angeles,2016-07-01 13:46:45,17364.8336,2016-08-27 02:46:45,2016-08-31 13:46:45,Cape of Good Hope,
326210305,Maersk,Long Beach,Ningbo,2017-04-18 22:43:51,17018.77858,2017-06-12 07:43:51,2017-06-18 23:43:51,Cape of Good Hope,
803543773,HPL,Seattle,Shenzhen,2015-11-30 17:50:58,17488.85128,2016-01-25 17:50:58,2016-01-30 18:50:58,Cape of Good Hope,
756847496,Maersk,Los Angeles,Qingdao,2015-11-20 05:33:10,17364.8336,2016-01-16 02:33:10,2016-01-20 06:33:10,Cape of Good Hope,
597982143,Maersk,Qingdao,Seattle,2018-12-27 01:06:08,18483.51018,2019-02-25 02:06:08,2019-02-26 02:06:08,Cape of Good Hope,
328067301,XPO Logistics,Ningbo,Los Angeles,2018-05-31 12:54:18,17025.46908,2018-07-24 16:54:18,2018-07-31 13:54:18,Cape of Good Hope,
883318539,XPO Logistics,Seattle,Guangzhou,2017-10-02 20:28:49,17518.71829,2017-11-28 08:28:49,2017-12-02 21:28:49,Cape of Good Hope,
721391579,HPL,Shanghai,Los Angeles,2015-11-10 05:33:38,17092.02804,2016-01-04 19:33:38,2016-01-10 06:33:38,Cape of Good Hope,
783464084,XPO Logistics,Qingdao,Long Beach,2015-01-21 13:52:18,17358.1431,2015-03-18 19:52:18,2015-03-23 14:52:18,Cape of Good Hope,
783464084,XPO Logistics,Long Beach,Shenzhen,2019-06-15 13:52:18,16363.4842,2019-08-07 06:52:18,2019-08-15 14:52:18,Cape of Good Hope,
270309664,XPO Logistics,Long Beach,Qingdao,2018-10-21 12:26:10,17358.1431,2018-12-17 03:26:10,2018-12-21 13:26:10,Cape of Good Hope,
829877017,Maersk,Shenzhen,Long Beach,2018-04-09 20:58:09,16363.4842,2018-06-01 10:58:09,2018-06-09 22:58:09,Cape of Good Hope,
440865629,XPO Logistics,Long Beach,Shanghai,2017-09-06 13:19:55,17085.33753,2017-11-01 00:19:55,2017-11-06 15:19:55,Cape of Good Hope,
657845440,XPO Logistics,Guangzhou,Seattle,2015-10-01 18:46:06,17518.71829,2015-11-27 06:46:06,2015-12-01 20:46:06,Cape of Good Hope,
438842120,XPO Logistics,Long Beach,Ningbo,2017-09-12 10:20:47,17018.77858,2017-11-06 06:20:47,2017-11-12 12:20:47,Cape of Good Hope,
471367397,Maersk,Los Angeles,Qingdao,2019-02-11 21:28:12,17364.8336,2019-04-09 04:28:12,2019-04-13 23:28:12,Cape of Good Hope,
474932533,HPL,Seattle,Shenzhen,2018-02-27 21:15:08,17488.85128,2018-04-25 11:15:08,2018-04-29 23:15:08,Cape of Good Hope,
611957051,XPO Logistics,Ningbo,Long Beach,2017-02-14 08:30:38,17018.77858,2017-04-09 09:30:38,2017-04-16 10:30:38,Cape of Good Hope,
756847496,Maersk,Seattle,Shenzhen,2019-05-04 05:33:10,17488.85128,2019-06-29 13:33:10,2019-07-04 08:33:10,Cape of Good Hope,
348746486,Maersk,Guangzhou,Los Angeles,2019-08-19 04:21:01,16400.04171,2019-10-11 01:21:01,2019-10-19 07:21:01,Cape of Good Hope,
490590890,Maersk,Long Beach,Qingdao,2019-01-06 15:22:14,17358.1431,2019-03-03 18:22:14,2019-03-08 18:22:14,Cape of Good Hope,
994736045,XPO Logistics,Seattle,Ningbo,2016-05-20 04:54:24,18144.14566,2016-07-18 01:54:24,2016-07-20 07:54:24,Cape of Good Hope,
985216053,XPO Logistics,Long Beach,Ningbo,2015-05-02 16:29:29,17018.77858,2015-06-26 08:29:29,2015-07-02 19:29:29,Cape of Good Hope,
374207888,XPO Logistics,Long Beach,Shanghai,2017-07-31 19:32:51,17085.33753,2017-09-25 02:32:51,2017-09-30 22:32:51,Cape of Good Hope,
857612317,XPO Logistics,Long Beach,Shanghai,2016-03-27 19:58:56,17085.33753,2016-05-22 03:58:56,2016-05-27 22:58:56,Cape of Good Hope,
540841455,HPL,Long Beach,Guangzhou,2016-03-07 15:37:14,16393.3512,2016-04-29 09:37:14,2016-05-07 18:37:14,Cape of Good Hope,
169361375,HPL,Shenzhen,Seattle,2019-11-27 19:37:22,17488.85128,2020-01-23 04:37:22,2020-01-27 22:37:22,Cape of Good Hope,
266470177,HPL,Los Angeles,Ningbo,2015-07-13 01:35:49,17025.46908,2015-09-05 10:35:49,2015-09-12 04:35:49,Cape of Good Hope,
100710587,HPL,Long Beach,Ningbo,2015-11-29 11:28:07,17018.77858,2016-01-22 11:28:07,2016-01-29 14:28:07,Cape of Good Hope,
474932533,HPL,Shenzhen,Seattle,2015-02-27 21:15:08,17488.85128,2015-04-25 13:15:08,2015-04-30 00:15:08,Cape of Good Hope,
756847496,Maersk,Los Angeles,Qingdao,2016-03-31 05:33:10,17364.8336,2016-05-26 23:33:10,2016-05-31 09:33:10,Cape of Good Hope,
304138441,XPO Logistics,Qingdao,Los Angeles,2019-06-07 02:05:03,17364.8336,2019-08-02 16:05:03,2019-08-07 06:05:03,Cape of Good Hope,
527096193,HPL,Guangzhou,Los Angeles,2019-04-17 11:17:26,16400.04171,2019-06-08 16:17:26,2019-06-17 15:17:26,Cape of Good Hope,
946661434,HPL,Guangzhou,Seattle,2018-11-18 21:35:31,17518.71829,2019-01-14 04:35:31,2019-01-19 01:35:31,Cape of Good Hope,
639137645,XPO Logistics,Seattle,Ningbo,2018-06-26 06:55:42,18144.14566,2018-08-23 09:55:42,2018-08-26 10:55:42,Cape of Good Hope,
848149493,HPL,Seattle,Ningbo,2016-09-07 22:33:28,18144.14566,2016-11-05 04:33:28,2016-11-08 03:33:28,Cape of Good Hope,
610175330,XPO Logistics,Long Beach,Guangzhou,2015-03-05 19:13:52,16393.3512,2015-04-27 09:13:52,2015-05-06 00:13:52,Cape of Good Hope,
842585668,XPO Logistics,Seattle,Qingdao,2016-10-16 18:02:48,18483.51018,2016-12-16 02:02:48,2016-12-16 23:02:48,Cape of Good Hope,
967517263,HPL,Long Beach,Shenzhen,2019-05-07 03:17:06,16363.4842,2019-06-28 13:17:06,2019-07-07 08:17:06,Cape of Good Hope,
973947386,Maersk,Shanghai,Long Beach,2016-06-28 13:18:18,17085.33753,2016-08-23 10:18:18,2016-08-28 18:18:18,Cape of Good Hope,
524936330,Maersk,Shanghai,Seattle,2019-10-22 20:33:01,18210.70462,2019-12-21 15:33:01,2019-12-23 02:33:01,Cape of Good Hope,
829877017,Maersk,Qingdao,Long Beach,2015-06-06 20:58:09,17358.1431,2015-08-01 20:58:09,2015-08-07 02:58:09,Cape of Good Hope,
934224691,Maersk,Seattle,Shenzhen,2017-08-17 11:01:03,17488.85128,2017-10-12 12:01:03,2017-10-17 17:01:03,Cape of Good Hope,
471367397,Maersk,Qingdao,Long Beach,2017-11-12 21:28:12,17358.1431,2018-01-08 15:28:12,2018-01-13 03:28:12,Cape of Good Hope,
270309664,XPO Logistics,Qingdao,Los Angeles,2016-03-08 12:26:10,17364.8336,2016-05-04 08:26:10,2016-05-08 18:26:10,Cape of Good Hope,
328067301,XPO Logistics,Los Angeles,Ningbo,2019-03-28 12:54:18,17025.46908,2019-05-22 09:54:18,2019-05-28 18:54:18,Cape of Good Hope,
791425635,XPO Logistics,Long Beach,Qingdao,2018-01-21 00:50:24,17358.1431,2018-03-18 22:50:24,2018-03-23 06:50:24,Cape of Good Hope,
766024027,HPL,Seattle,Shanghai,2017-02-05 22:40:33,18210.70462,2017-04-06 03:40:33,2017-04-08 04:40:33,Cape of Good Hope,
599766973,HPL,Long Beach,Shenzhen,2018-10-01 12:20:24,16363.4842,2018-11-23 01:20:24,2018-12-01 18:20:24,Cape of Good Hope,
793682139,HPL,Long Beach,Qingdao,2015-07-25 07:19:26,17358.1431,2015-09-20 05:19:26,2015-09-24 13:19:26,Cape of Good Hope,
490590890,Maersk,Qingdao,Long Beach,2018-06-29 15:22:14,17358.1431,2018-08-25 03:22:14,2018-08-29 22:22:14,Cape of Good Hope,
267617030,Maersk,Guangzhou,Seattle,2015-09-29 12:17:40,17518.71829,2015-11-25 09:17:40,2015-11-29 19:17:40,Cape of Good Hope,
973947386,Maersk,Shanghai,Long Beach,2017-07-18 13:18:18,17085.33753,2017-09-11 13:18:18,2017-09-17 20:18:18,Cape of Good Hope,
